graph_name,vertices,edges,dat_file,tokens,dat_file_s_id
random_instance002_graph004,26,78,random_instance002_graph004_01,8,486
random_instance002_graph005,26,78,random_instance002_graph005_01,7,487
random_instance003_graph001,39,117,random_instance003_graph001_01,12,488
random_instance003_graph002,39,117,random_instance003_graph002_01,14,489
random_instance003_graph003,39,117,random_instance003_graph003_01,11,490
random_instance003_graph004,39,117,random_instance003_graph004_01,14,491
random_instance003_graph005,39,117,random_instance003_graph005_01,11,492
random_instance004_graph001,52,156,random_instance004_graph001_01,15,493
random_instance004_graph002,52,156,random_instance004_graph002_01,16,494
random_instance004_graph003,52,156,random_instance004_graph003_01,16,495
random_instance004_graph004,52,156,random_instance004_graph004_01,15,496
random_instance004_graph005,52,156,random_instance004_graph005_01,15,497
random_instance005_graph001,65,195,random_instance005_graph001_01,20,498
random_instance005_graph002,65,195,random_instance005_graph002_01,19,499
random_instance005_graph003,65,195,random_instance005_graph003_01,22,500
random_instance005_graph004,65,195,random_instance005_graph004_01,18,501
random_instance005_graph005,65,195,random_instance005_graph005_01,20,502
random_instance006_graph001,78,234,random_instance006_graph001_01,23,503
random_instance006_graph002,78,234,random_instance006_graph002_01,24,504
random_instance006_graph003,78,234,random_instance006_graph003_01,26,505
random_instance006_graph004,78,234,random_instance006_graph004_01,23,506
random_instance006_graph005,78,234,random_instance006_graph005_01,25,507
random_instance007_graph001,91,273,random_instance007_graph001_01,29,508
random_instance007_graph002,91,273,random_instance007_graph002_01,30,509
random_instance007_graph003,91,273,random_instance007_graph003_01,32,510
random_instance007_graph004,91,273,random_instance007_graph004_01,30,511
random_instance007_graph005,91,273,random_instance007_graph005_01,32,512
random_instance008_graph001,104,312,random_instance008_graph001_01,33,513
random_instance008_graph002,104,312,random_instance008_graph002_01,33,514
random_instance008_graph003,104,312,random_instance008_graph003_01,36,515
random_instance008_graph004,104,312,random_instance008_graph004_01,34,516
random_instance008_graph005,104,312,random_instance008_graph005_01,37,517
random_instance009_graph001,117,351,random_instance009_graph001_01,33,518
random_instance009_graph002,117,351,random_instance009_graph002_01,38,519
random_instance009_graph003,117,351,random_instance009_graph003_01,38,520
random_instance009_graph004,117,351,random_instance009_graph004_01,34,521
random_instance009_graph005,117,351,random_instance009_graph005_01,38,522
random_instance010_graph001,130,390,random_instance010_graph001_01,41,523
random_instance010_graph002,130,390,random_instance010_graph002_01,39,524
random_instance010_graph003,130,390,random_instance010_graph003_01,46,525
random_instance010_graph004,130,390,random_instance010_graph004_01,41,526
random_instance010_graph005,130,390,random_instance010_graph005_01,40,527
random_instance011_graph001,143,429,random_instance011_graph001_01,45,528
random_instance011_graph002,143,429,random_instance011_graph002_01,46,529
random_instance011_graph003,143,429,random_instance011_graph003_01,45,530
random_instance011_graph004,143,429,random_instance011_graph004_01,46,531
random_instance011_graph005,143,429,random_instance011_graph005_01,48,532
random_instance012_graph001,156,468,random_instance012_graph001_01,54,533
random_instance012_graph002,156,468,random_instance012_graph002_01,53,534
random_instance012_graph003,156,468,random_instance012_graph003_01,46,535
random_instance012_graph004,156,468,random_instance012_graph004_01,47,536
random_instance012_graph005,156,468,random_instance012_graph005_01,53,537
random_instance013_graph001,169,507,random_instance013_graph001_01,53,538
random_instance013_graph002,169,507,random_instance013_graph002_01,56,539
random_instance013_graph003,169,507,random_instance013_graph003_01,49,540
random_instance013_graph004,169,507,random_instance013_graph004_01,52,541
random_instance013_graph005,169,507,random_instance013_graph005_01,53,542
random_instance014_graph001,182,546,random_instance014_graph001_01,61,543
random_instance014_graph002,182,546,random_instance014_graph002_01,59,544
random_instance014_graph003,182,546,random_instance014_graph003_01,61,545
random_instance014_graph004,182,546,random_instance014_graph004_01,56,546
random_instance014_graph005,182,546,random_instance014_graph005_01,57,547
random_instance015_graph001,195,585,random_instance015_graph001_01,62,548
random_instance015_graph002,195,585,random_instance015_graph002_01,61,549
random_instance015_graph003,195,585,random_instance015_graph003_01,61,550
random_instance015_graph004,195,585,random_instance015_graph004_01,65,551
random_instance015_graph005,195,585,random_instance015_graph005_01,64,552
random_instance016_graph001,208,624,random_instance016_graph001_01,68,553
random_instance016_graph002,208,624,random_instance016_graph002_01,66,554
random_instance016_graph003,208,624,random_instance016_graph003_01,67,555
random_instance016_graph004,208,624,random_instance016_graph004_01,66,556
random_instance016_graph005,208,624,random_instance016_graph005_01,72,557
random_instance017_graph001,221,663,random_instance017_graph001_01,72,558
random_instance017_graph002,221,663,random_instance017_graph002_01,69,559
random_instance017_graph003,221,663,random_instance017_graph003_01,73,560
random_instance017_graph004,221,663,random_instance017_graph004_01,73,561
random_instance017_graph005,221,663,random_instance017_graph005_01,70,562
random_instance018_graph001,234,702,random_instance018_graph001_01,75,563
random_instance018_graph002,234,702,random_instance018_graph002_01,78,564
random_instance018_graph003,234,702,random_instance018_graph003_01,74,565
random_instance018_graph004,234,702,random_instance018_graph004_01,76,566
random_instance018_graph005,234,702,random_instance018_graph005_01,76,567
random_instance019_graph001,247,741,random_instance019_graph001_01,79,568
random_instance019_graph002,247,741,random_instance019_graph002_01,83,569
random_instance019_graph003,247,741,random_instance019_graph003_01,79,570
random_instance019_graph004,247,741,random_instance019_graph004_01,80,571
random_instance019_graph005,247,741,random_instance019_graph005_01,79,572
random_instance020_graph001,260,780,random_instance020_graph001_01,81,573
random_instance020_graph002,260,780,random_instance020_graph002_01,84,574
random_instance020_graph003,260,780,random_instance020_graph003_01,82,575
random_instance020_graph004,260,780,random_instance020_graph004_01,89,576
random_instance020_graph005,260,780,random_instance020_graph005_01,81,577
random_instance021_graph001,273,819,random_instance021_graph001_01,91,578
random_instance021_graph002,273,819,random_instance021_graph002_01,83,579
random_instance021_graph003,273,819,random_instance021_graph003_01,88,580
random_instance021_graph004,273,819,random_instance021_graph004_01,86,581
random_instance021_graph005,273,819,random_instance021_graph005_01,84,582
random_instance022_graph001,286,858,random_instance022_graph001_01,96,583
random_instance022_graph002,286,858,random_instance022_graph002_01,95,584
random_instance022_graph003,286,858,random_instance022_graph003_01,89,585
random_instance022_graph004,286,858,random_instance022_graph004_01,95,586
random_instance022_graph005,286,858,random_instance022_graph005_01,97,587
random_instance023_graph001,299,897,random_instance023_graph001_01,97,588
random_instance023_graph002,299,897,random_instance023_graph002_01,93,589
random_instance023_graph003,299,897,random_instance023_graph003_01,96,590
random_instance023_graph004,299,897,random_instance023_graph004_01,101,591
random_instance023_graph005,299,897,random_instance023_graph005_01,97,592
random_instance024_graph001,312,936,random_instance024_graph001_01,97,593
random_instance024_graph002,312,936,random_instance024_graph002_01,102,594
random_instance024_graph003,312,936,random_instance024_graph003_01,99,595
random_instance024_graph004,312,936,random_instance024_graph004_01,101,596
random_instance024_graph005,312,936,random_instance024_graph005_01,104,597
random_instance025_graph001,325,975,random_instance025_graph001_01,106,598
random_instance025_graph002,325,975,random_instance025_graph002_01,105,599
random_instance025_graph003,325,975,random_instance025_graph003_01,104,600
random_instance025_graph004,325,975,random_instance025_graph004_01,106,601
random_instance025_graph005,325,975,random_instance025_graph005_01,105,602
random_instance026_graph001,338,1014,random_instance026_graph001_01,110,603
random_instance026_graph002,338,1014,random_instance026_graph002_01,109,604
random_instance026_graph003,338,1014,random_instance026_graph003_01,110,605
random_instance026_graph004,338,1014,random_instance026_graph004_01,112,606
random_instance026_graph005,338,1014,random_instance026_graph005_01,113,607
random_instance027_graph001,351,1053,random_instance027_graph001_01,121,608
random_instance027_graph002,351,1053,random_instance027_graph002_01,108,609
random_instance027_graph003,351,1053,random_instance027_graph003_01,114,610
random_instance027_graph004,351,1053,random_instance027_graph004_01,111,611
random_instance027_graph005,351,1053,random_instance027_graph005_01,114,612
random_instance028_graph001,364,1092,random_instance028_graph001_01,117,613
random_instance028_graph002,364,1092,random_instance028_graph002_01,120,614
random_instance028_graph003,364,1092,random_instance028_graph003_01,116,615
random_instance028_graph004,364,1092,random_instance028_graph004_01,118,616
random_instance028_graph005,364,1092,random_instance028_graph005_01,119,617
random_instance029_graph001,377,1131,random_instance029_graph001_01,126,618
random_instance029_graph002,377,1131,random_instance029_graph002_01,125,619
random_instance029_graph003,377,1131,random_instance029_graph003_01,123,620
random_instance029_graph004,377,1131,random_instance029_graph004_01,125,621
random_instance029_graph005,377,1131,random_instance029_graph005_01,116,622
random_instance030_graph001,390,1170,random_instance030_graph001_01,126,623
random_instance030_graph002,390,1170,random_instance030_graph002_01,128,624
random_instance030_graph003,390,1170,random_instance030_graph003_01,132,625
random_instance030_graph004,390,1170,random_instance030_graph004_01,124,626
random_instance030_graph005,390,1170,random_instance030_graph005_01,127,627
random_instance031_graph001,403,1209,random_instance031_graph001_01,129,628
random_instance031_graph002,403,1209,random_instance031_graph002_01,127,629
random_instance031_graph003,403,1209,random_instance031_graph003_01,134,630
random_instance031_graph004,403,1209,random_instance031_graph004_01,134,631
random_instance031_graph005,403,1209,random_instance031_graph005_01,129,632
random_instance032_graph001,416,1248,random_instance032_graph001_01,131,633
random_instance032_graph002,416,1248,random_instance032_graph002_01,130,634
random_instance032_graph003,416,1248,random_instance032_graph003_01,129,635
random_instance032_graph004,416,1248,random_instance032_graph004_01,130,636
random_instance032_graph005,416,1248,random_instance032_graph005_01,133,637
random_instance033_graph001,429,1287,random_instance033_graph001_01,139,638
random_instance033_graph002,429,1287,random_instance033_graph002_01,135,639
random_instance033_graph003,429,1287,random_instance033_graph003_01,128,640
random_instance033_graph004,429,1287,random_instance033_graph004_01,145,641
random_instance033_graph005,429,1287,random_instance033_graph005_01,142,642
random_instance034_graph001,442,1326,random_instance034_graph001_01,138,643
random_instance034_graph002,442,1326,random_instance034_graph002_01,139,644
random_instance034_graph003,442,1326,random_instance034_graph003_01,142,645
random_instance034_graph004,442,1326,random_instance034_graph004_01,148,646
random_instance034_graph005,442,1326,random_instance034_graph005_01,139,647
random_instance035_graph001,455,1365,random_instance035_graph001_01,146,648
random_instance035_graph002,455,1365,random_instance035_graph002_01,147,649
random_instance035_graph003,455,1365,random_instance035_graph003_01,139,650
random_instance035_graph004,455,1365,random_instance035_graph004_01,142,651
random_instance035_graph005,455,1365,random_instance035_graph005_01,146,652
random_instance036_graph001,468,1404,random_instance036_graph001_01,156,653
random_instance036_graph002,468,1404,random_instance036_graph002_01,153,654
random_instance036_graph003,468,1404,random_instance036_graph003_01,157,655
random_instance036_graph004,468,1404,random_instance036_graph004_01,152,656
random_instance036_graph005,468,1404,random_instance036_graph005_01,148,657
random_instance037_graph001,481,1443,random_instance037_graph001_01,156,658
random_instance037_graph002,481,1443,random_instance037_graph002_01,150,659
random_instance037_graph003,481,1443,random_instance037_graph003_01,160,660
random_instance037_graph004,481,1443,random_instance037_graph004_01,155,661
random_instance037_graph005,481,1443,random_instance037_graph005_01,154,662
random_instance038_graph001,494,1482,random_instance038_graph001_01,155,663
random_instance038_graph002,494,1482,random_instance038_graph002_01,161,664
random_instance038_graph003,494,1482,random_instance038_graph003_01,163,665
random_instance038_graph004,494,1482,random_instance038_graph004_01,162,666
random_instance038_graph005,494,1482,random_instance038_graph005_01,156,667
random_instance039_graph001,507,1521,random_instance039_graph001_01,161,668
random_instance039_graph002,507,1521,random_instance039_graph002_01,170,669
random_instance039_graph003,507,1521,random_instance039_graph003_01,156,670
random_instance039_graph004,507,1521,random_instance039_graph004_01,161,671
random_instance039_graph005,507,1521,random_instance039_graph005_01,165,672
random_instance040_graph001,520,1560,random_instance040_graph001_01,164,673
random_instance040_graph002,520,1560,random_instance040_graph002_01,166,674
random_instance040_graph003,520,1560,random_instance040_graph003_01,160,675
random_instance040_graph004,520,1560,random_instance040_graph004_01,177,676
random_instance040_graph005,520,1560,random_instance040_graph005_01,164,677
