graph_name,vertices,edges,dat_file,tokens,independent_sets,cpu_time,wallclock_time,max_memory,zdd_time,zdd_size,solved?,error,reconfiguration_sequence_length,type
suzuki_instance_3_7_2_3,327,1803,suzuki_instance_3_7_2_3_01,44,39857365251895888743559670313178249,32.190002,32.25,531636,0.443116,1416,1,,3354,opt
suzuki_instance_3_7_2_2,218,765,suzuki_instance_3_7_2_2_01,44,89347137426326164248329789619,19.099998,19.15,281840,0.123557,896,1,,3354,orig
suzuki_instance_3_7_2_2,218,765,suzuki_instance_3_7_2_2_01,44,89347137426326164248329789619,18.86,18.9,278392,0.122939,944,1,,3354,heur
suzuki_instance_2_20_2_3,612,3339,suzuki_instance_2_20_2_3_01,82,92836281667158209619484775759835272306896191785416034244960496828,302.62,303.08,4236528,1.755884,1674,1,,1742,opt
suzuki_instance_3_7_2_2,218,765,suzuki_instance_3_7_2_2_01,44,89347137426326164248329789619,18.859999,18.9,278500,0.121383,944,1,,3354,opt
suzuki_instance_2_20_2_3,612,3339,suzuki_instance_2_20_2_3_01,82,92836281667158209619484775759835272306896191785416034244960496828,276.15,276.57,2281888,1.884197,1560,1,,1742,orig
suzuki_instance_2_20_2_2,408,1416,suzuki_instance_2_20_2_2_01,82,2153362308063949620746303257670304057539674961384489621,184.43001,184.73,2197412,0.416875,1116,1,,1742,heur
suzuki_instance_2_20_2_2,408,1416,suzuki_instance_2_20_2_2_01,82,2153362308063949620746303257670304057539674961384489621,169.40999,169.69,2121728,0.423962,1040,1,,1742,orig
suzuki_instance_2_20_2_2,408,1416,suzuki_instance_2_20_2_2_01,82,2153362308063949620746303257670304057539674961384489621,184.39,184.67,2197448,0.411802,1116,1,,1742,opt
suzuki_instance_2_20_2_3,612,3339,suzuki_instance_2_20_2_3_01,82,92836281667158209619484775759835272306896191785416034244960496828,303.52002,303.99,4240736,1.738917,1674,1,,1742,heur
hc-power-007-002,109,164,hc-power-007-002_01,44,262607190795765425815,6.0899997,6.11,81264,0.012778,448,1,,3354,orig
hc-power-007-002,109,164,hc-power-007-002_01,44,262607190795765425815,6.16,6.18,79604,0.012678,472,1,,3354,opt
hc-power-007-002,109,164,hc-power-007-002_01,44,262607190795765425815,6.18,6.21,79748,0.012850,472,1,,3354,heur
suzuki_instance_2_19_2_3,582,3174,suzuki_instance_2_19_2_3_01,78,62840296913372394297278015774672363406294142104123320861548240,227.57,227.92,2263468,1.569636,1590,1,,1579,heur
suzuki_instance_2_19_2_3,582,3174,suzuki_instance_2_19_2_3_01,78,62840296913372394297278015774672363406294142104123320861548240,228.68,229.05,2263356,1.548938,1590,1,,1579,opt
suzuki_instance_2_19_2_3,582,3174,suzuki_instance_2_19_2_3_01,78,62840296913372394297278015774672363406294142104123320861548240,211.66,211.99,2195644,1.683471,1482,1,,1579,orig
SAT_exp_instance016,216,376,SAT_exp_instance016_01,80,43526523678932538394267340909466937163520,88.01,88.22,4446988,48.117631,3006930,1,,1795,heur
suzuki_instance_2_19_2_2,388,1346,suzuki_instance_2_19_2_2_01,78,4802718257794601283142046295841752341768306917136825,128.98001,129.17,1149328,0.386144,988,1,,1579,orig
hc-square-020-002,204,303,hc-square-020-002_01,82,199388444362280815484779455078579869052,59.66,59.76,535516,0.042338,558,1,,1742,heur
hc-square-020-002,204,303,hc-square-020-002_01,82,199388444362280815484779455078579869052,55.46,55.55,528932,0.042516,520,1,,1742,orig
hc-square-020-002,204,303,hc-square-020-002_01,82,199388444362280815484779455078579869052,59.670002,59.77,538276,0.042512,558,1,,1742,opt
suzuki_instance_2_19_2_2,388,1346,suzuki_instance_2_19_2_2_01,78,4802718257794601283142046295841752341768306917136825,140.18001,140.4,2108140,0.371198,1060,1,,1579,heur
suzuki_instance_2_19_2_2,388,1346,suzuki_instance_2_19_2_2_01,78,4802718257794601283142046295841752341768306917136825,139.67,139.88,2108232,0.385146,1060,1,,1579,opt
LGC_exp_instance006,258,300,LGC_exp_instance006_01,126,559559103355495408560789450412405323930946227170249700,110.28,110.45,1174980,0.540633,36994,1,,1074,heur
suzuki_instance_2_18_2_3,552,3009,suzuki_instance_2_18_2_3_01,74,42536202928921970451593051591547721633403543472584072487958,171.13,171.39,2185584,1.410823,1506,1,,1424,heur
LGC_exp_instance006,258,300,LGC_exp_instance006_01,126,559559103355495408560789450412405323930946227170249700,68.72,68.82,278812,0.088219,6668,1,,1074,opt
LGC_exp_instance006,258,300,LGC_exp_instance006_01,126,559559103355495408560789450412405323930946227170249700,146.04,146.3,4299560,11.138525,1489525,1,,1074,orig
suzuki_instance_2_18_2_3,552,3009,suzuki_instance_2_18_2_3_01,74,42536202928921970451593051591547721633403543472584072487958,159.86,160.1,2136428,1.484360,1404,1,,1424,orig
suzuki_instance_2_18_2_3,552,3009,suzuki_instance_2_18_2_3_01,74,42536202928921970451593051591547721633403543472584072487958,171.01,171.27,2186696,1.410565,1506,1,,1424,opt
hc-square-019-002,194,288,hc-square-019-002_01,78,2686241509925626603670110545661959688,42.08,42.15,289100,0.039049,494,1,,1579,orig
hc-square-019-002,194,288,hc-square-019-002_01,78,2686241509925626603670110545661959688,45.14,45.21,300140,0.038658,530,1,,1579,heur
hc-square-019-002,194,288,hc-square-019-002_01,78,2686241509925626603670110545661959688,45.109997,45.19,299216,0.039008,530,1,,1579,opt
suzuki_instance_2_18_2_2,368,1276,suzuki_instance_2_18_2_2_01,74,10711668248940392945112931222160280248064324191661,104.15,104.33,1143312,0.334570,1004,1,,1424,heur
suzuki_instance_2_18_2_2,368,1276,suzuki_instance_2_18_2_2_01,74,10711668248940392945112931222160280248064324191661,96.83,96.990005,1106364,0.345373,936,1,,1424,orig
suzuki_instance_2_17_2_3,522,2844,suzuki_instance_2_17_2_3_01,70,28792489031435583518091314088456983183173810004480116618,118.39,118.59,1160884,1.357033,1326,1,,1277,orig
hc-square-018-002,184,273,hc-square-018-002_01,74,36190128634217743215750248053447622,33.86,33.92,285736,0.035106,502,1,,1424,heur
suzuki_instance_2_18_2_2,368,1276,suzuki_instance_2_18_2_2_01,74,10711668248940392945112931222160280248064324191661,104.149994,104.32,1143996,0.332261,1004,1,,1424,opt
hc-square-018-002,184,273,hc-square-018-002_01,74,36190128634217743215750248053447622,31.71,31.77,283908,0.034779,468,1,,1424,orig
hc-square-018-002,184,273,hc-square-018-002_01,74,36190128634217743215750248053447622,33.7,33.76,287776,0.035001,502,1,,1424,opt
suzuki_instance_2_17_2_3,522,2844,suzuki_instance_2_17_2_3_01,70,28792489031435583518091314088456983183173810004480116618,127.25,127.47,2114664,1.243494,1422,1,,1277,opt
sp008,104,654,sp008_01,16,33999945346,6.96,6.99,288756,0.049172,226,1,,3696,orig
suzuki_instance_2_17_2_2,348,1206,suzuki_instance_2_17_2_2_01,70,23890603303481318489201407559578041427651337905,77.009995,77.14,1098964,0.299380,948,1,,1277,opt
suzuki_instance_2_17_2_2,348,1206,suzuki_instance_2_17_2_2_01,70,23890603303481318489201407559578041427651337905,77.18,77.33,1097600,0.296853,948,1,,1277,heur
suzuki_instance_2_17_2_2,348,1206,suzuki_instance_2_17_2_2_01,70,23890603303481318489201407559578041427651337905,71.939995,72.06,1070724,0.305006,884,1,,1277,orig
sp008,104,654,sp008_01,16,33999945346,6.8,6.81,282376,0.049039,183,1,,3696,heur
sp008,104,654,sp008_01,16,33999945346,6.78,6.8,283732,0.048665,183,1,,3696,opt
hc-square-017-002,174,258,hc-square-017-002_01,70,487568003741215771887327606921774,24.939999,24.98,275576,0.031652,474,1,,1277,heur
hc-square-017-002,174,258,hc-square-017-002_01,70,487568003741215771887327606921774,23.38,23.43,273344,0.031504,442,1,,1277,orig
suzuki_instance_2_16_2_3,492,2679,suzuki_instance_2_16_2_3_01,66,19489455276734749087424541909137255302197790229882344,92.09,92.25,1131688,1.039445,1338,1,,1138,opt
hc-square-017-002,174,258,hc-square-017-002_01,70,487568003741215771887327606921774,24.929998,24.97,276736,0.031337,474,1,,1277,opt
suzuki_instance_2_16_2_3,492,2679,suzuki_instance_2_16_2_3_01,66,19489455276734749087424541909137255302197790229882344,86.85,87.01,1096896,1.114596,1248,1,,1138,orig
suzuki_instance_2_16_2_2,328,1136,suzuki_instance_2_16_2_2_01,66,53284036896939244677775714648097170144477701,52.17,52.26,570852,0.270882,832,1,,1138,orig
suzuki_instance_2_16_2_2,328,1136,suzuki_instance_2_16_2_2_01,66,53284036896939244677775714648097170144477701,56.25,56.35,1051832,0.267966,892,1,,1138,heur
LGC_exp_instance008,440,512,LGC_exp_instance008_01,216,359060566196216750998743630035998992574155431687784356274219296186833753951411469657575287300,1796.98,1800.12,35998048,27.353910,802714,0,,,heur
suzuki_instance_2_16_2_3,492,2679,suzuki_instance_2_16_2_3_01,66,19489455276734749087424541909137255302197790229882344,91.869995,92.03,1131676,1.056748,1338,1,,1138,heur
suzuki_instance_3_6_2_3,282,1551,suzuki_instance_3_6_2_3_01,38,762828863111767204090605371704,11.21,11.24,154544,0.329029,1206,1,,1637,opt
suzuki_instance_2_16_2_2,328,1136,suzuki_instance_2_16_2_2_01,66,53284036896939244677775714648097170144477701,55.920002,56.01,1052672,0.267540,892,1,,1138,opt
suzuki_instance_3_6_2_3,282,1551,suzuki_instance_3_6_2_3_01,38,762828863111767204090605371704,11.57,11.6,271584,0.342727,1146,1,,1637,orig
suzuki_instance_3_6_2_3,282,1551,suzuki_instance_3_6_2_3_01,38,762828863111767204090605371704,11.21,11.24,155468,0.328044,1206,1,,1637,heur
LGC_exp_instance009,549,639,LGC_exp_instance009_01,270,84438494275099881091747988728364414990814061138830113567223612334910977569433421356363593260076749810615230106377500,1796.25,1800.23,73587280,157.221182,3647386,0,,,heur
suzuki_instance_2_17_2_3,522,2844,suzuki_instance_2_17_2_3_01,70,28792489031435583518091314088456983183173810004480116618,126.53,126.73,2113556,1.228647,1422,1,,1277,heur
suzuki_instance_3_6_2_2,188,658,suzuki_instance_3_6_2_2_01,38,10003184184743758214255917,6.59,6.61,153192,0.091257,764,1,,1637,orig
suzuki_instance_2_15_2_3,462,2514,suzuki_instance_2_15_2_3_01,62,13192290064576793587158597864491637507770301077296,66.12,66.23,1081932,0.914394,1254,1,,1007,heur
suzuki_instance_2_15_2_3,462,2514,suzuki_instance_2_15_2_3_01,62,13192290064576793587158597864491637507770301077296,63.13,63.24,1067124,0.978982,1170,1,,1007,orig
suzuki_instance_2_15_2_3,462,2514,suzuki_instance_2_15_2_3_01,62,13192290064576793587158597864491637507770301077296,65.99,66.09,1082192,0.922392,1254,1,,1007,opt
suzuki_instance_3_6_2_2,188,658,suzuki_instance_3_6_2_2_01,38,10003184184743758214255917,6.52,6.54,152780,0.091761,804,1,,1637,heur
hc-square-016-002,164,243,hc-square-016-002_01,66,6568712719286321404374469598152,16.99,17.03,153512,0.028092,416,1,,1138,orig
hc-square-016-002,164,243,hc-square-016-002_01,66,6568712719286321404374469598152,17.97,18.01,152708,0.028135,446,1,,1138,opt
suzuki_instance_3_6_2_2,188,658,suzuki_instance_3_6_2_2_01,38,10003184184743758214255917,6.5099998,6.53,152876,0.090012,804,1,,1637,opt
hc-square-016-002,164,243,hc-square-016-002_01,66,6568712719286321404374469598152,17.98,18.03,153804,0.027816,446,1,,1138,heur
suzuki_instance_2_15_2_2,308,1066,suzuki_instance_2_15_2_2_01,62,118841226065674894587740668021552491345385,39.84,39.91,566192,0.236377,836,1,,1007,heur
suzuki_instance_2_14_2_3,432,2349,suzuki_instance_2_14_2_3_01,58,8929778420009774016068432642916543647880937642,46.28,46.37,593220,0.788929,1170,1,,884,heur
suzuki_instance_2_15_2_2,308,1066,suzuki_instance_2_15_2_2_01,62,118841226065674894587740668021552491345385,40.13,40.2,567084,0.237696,836,1,,1007,opt
suzuki_instance_2_15_2_2,308,1066,suzuki_instance_2_15_2_2_01,62,118841226065674894587740668021552491345385,38.01,38.08,555008,0.240744,780,1,,1007,orig
hc-power-006-002,94,141,hc-power-006-002_01,38,425056971938806982,2.13,2.15,40180,0.009598,402,1,,1637,heur
suzuki_instance_2_14_2_3,432,2349,suzuki_instance_2_14_2_3_01,58,8929778420009774016068432642916543647880937642,44.489998,44.57,579244,0.841156,1092,1,,884,orig
hc-power-006-002,94,141,hc-power-006-002_01,38,425056971938806982,2.13,2.15,41204,0.009681,402,1,,1637,opt
hc-power-006-002,94,141,hc-power-006-002_01,38,425056971938806982,2.1000001,2.11,41204,0.009796,382,1,,1637,orig
hc-square-015-002,154,228,hc-square-015-002_01,62,88496346063379822743985273712,12.85,12.89,153592,0.024643,418,1,,1007,opt
suzuki_instance_2_14_2_3,432,2349,suzuki_instance_2_14_2_3_01,58,8929778420009774016068432642916543647880937642,46.22,46.31,593632,0.796785,1170,1,,884,opt
hc-square-015-002,154,228,hc-square-015-002_01,62,88496346063379822743985273712,12.889999,12.92,152488,0.024482,418,1,,1007,heur
suzuki_instance_2_14_2_2,288,996,suzuki_instance_2_14_2_2_01,58,265055687130269151769894293463713635741,26.97,27.02,535096,0.210774,728,1,,884,orig
hc-square-015-002,154,228,hc-square-015-002_01,62,88496346063379822743985273712,12.200001,12.23,152752,0.024480,390,1,,1007,orig
suzuki_instance_2_14_2_2,288,996,suzuki_instance_2_14_2_2_01,58,265055687130269151769894293463713635741,28.189999,28.25,544052,0.207415,780,1,,884,heur
suzuki_instance_2_14_2_2,288,996,suzuki_instance_2_14_2_2_01,58,265055687130269151769894293463713635741,28.31,28.37,543400,0.207234,780,1,,884,opt
SAT_exp_instance014,168,287,SAT_exp_instance014_01,63,34098220037949676163739599356800,15,15.03,579932,4.933408,435282,1,,891,heur
suzuki_instance_2_13_2_3,402,2184,suzuki_instance_2_13_2_3_01,54,6044511016672398479454560608676295299263018,30.93,30.99,552128,0.721344,1014,1,,769,orig
hc-square-014-002,144,213,hc-square-014-002_01,58,1192258453254501711333651114,9.009999,9.04,152756,0.021623,390,1,,884,heur
suzuki_instance_2_13_2_3,402,2184,suzuki_instance_2_13_2_3_01,54,6044511016672398479454560608676295299263018,32.170002,32.24,558784,0.703629,1086,1,,769,heur
suzuki_instance_2_13_2_3,402,2184,suzuki_instance_2_13_2_3_01,54,6044511016672398479454560608676295299263018,31.820002,31.88,558836,0.696108,1086,1,,769,opt
hc-square-014-002,144,213,hc-square-014-002_01,58,1192258453254501711333651114,9.08,9.1,152812,0.021553,390,1,,884,opt
hc-square-014-002,144,213,hc-square-014-002_01,58,1192258453254501711333651114,8.599999,8.62,153468,0.021796,364,1,,884,orig
suzuki_instance_2_13_2_2,268,926,suzuki_instance_2_13_2_2_01,54,591162844796590793630071899127463265,19.210001,19.26,290420,0.178849,724,1,,769,heur
suzuki_instance_2_13_2_2,268,926,suzuki_instance_2_13_2_2_01,54,591162844796590793630071899127463265,19.18,19.22,290456,0.176669,724,1,,769,opt
LGC_exp_instance005,185,215,LGC_exp_instance005_01,90,204378652937287921022196675453652622940,11.17,11.2,74540,0.035759,2444,1,,515,opt
LGC_exp_instance005,185,215,LGC_exp_instance005_01,90,204378652937287921022196675453652622940,16.43,16.47,272144,0.075222,7666,1,,515,heur
sp007,91,570,sp007_01,14,1695558599,2.3,2.31,152580,0.038116,197,1,,1826,orig
sp007,91,570,sp007_01,14,1695558599,2.27,2.28,153732,0.037895,160,1,,1826,opt
suzuki_instance_2_13_2_2,268,926,suzuki_instance_2_13_2_2_01,54,591162844796590793630071899127463265,18.36,18.4,285508,0.181781,676,1,,769,orig
sp007,91,570,sp007_01,14,1695558599,2.27,2.28,153748,0.037913,160,1,,1826,heur
LGC_exp_instance005,185,215,LGC_exp_instance005_01,90,204378652937287921022196675453652622940,19.35,19.4,545764,0.992917,184949,1,,515,orig
hc-square-013-002,134,198,hc-square-013-002_01,54,16062586565311667817634198,6.13,6.16,77120,0.018536,362,1,,769,heur
hc-square-013-002,134,198,hc-square-013-002_01,54,16062586565311667817634198,6.15,6.17,78056,0.018689,362,1,,769,opt
hc-square-013-002,134,198,hc-square-013-002_01,54,16062586565311667817634198,5.81,5.83,75012,0.018571,338,1,,769,orig
suzuki_instance_2_12_2_3,372,2019,suzuki_instance_2_12_2_3_01,50,4091491603957850724017436965045194606492,21.45,21.5,530364,0.594828,1002,1,,662,opt
suzuki_instance_2_12_2_3,372,2019,suzuki_instance_2_12_2_3_01,50,4091491603957850724017436965045194606492,21.61,21.66,530016,0.589330,1002,1,,662,heur
suzuki_instance_2_12_2_2,248,856,suzuki_instance_2_12_2_2_01,50,1318490890920742269501211023281781,12.4,12.43,272108,0.154915,624,1,,662,orig
suzuki_instance_2_12_2_2,248,856,suzuki_instance_2_12_2_2_01,50,1318490890920742269501211023281781,12.940001,12.97,275864,0.152817,668,1,,662,heur
suzuki_instance_2_12_2_3,372,2019,suzuki_instance_2_12_2_3_01,50,4091491603957850724017436965045194606492,20.66,20.71,298328,0.604705,936,1,,662,orig
suzuki_instance_3_5_2_3,237,1299,suzuki_instance_3_5_2_3_01,32,14599757659552808618553475,3.75,3.77,80220,0.230332,948,1,,784,orig
suzuki_instance_2_12_2_2,248,856,suzuki_instance_2_12_2_2_01,50,1318490890920742269501211023281781,12.83,12.86,274864,0.152898,668,1,,662,opt
suzuki_instance_3_5_2_3,237,1299,suzuki_instance_3_5_2_3_01,32,14599757659552808618553475,3.6499999,3.66,79180,0.225308,996,1,,784,opt
suzuki_instance_3_5_2_3,237,1299,suzuki_instance_3_5_2_3_01,32,14599757659552808618553475,3.6499999,3.67,79744,0.225652,996,1,,784,heur
hc-square-012-002,124,183,hc-square-012-002_01,50,216401642163954775969628,4.06,4.08,73820,0.015773,334,1,,662,heur
hc-square-012-002,124,183,hc-square-012-002_01,50,216401642163954775969628,3.9299998,3.94,73980,0.016063,312,1,,662,orig
hc-square-012-002,124,183,hc-square-012-002_01,50,216401642163954775969628,4.07,4.09,73080,0.016048,334,1,,662,opt
suzuki_instance_2_11_2_3,342,1854,suzuki_instance_2_11_2_3_01,46,2769505010261921082592573804929936952,14.089999,14.12,286456,0.464035,918,1,,563,opt
suzuki_instance_2_11_2_3,342,1854,suzuki_instance_2_11_2_3_01,46,2769505010261921082592573804929936952,14.21,14.25,286460,0.466110,918,1,,563,heur
suzuki_instance_2_11_2_3,342,1854,suzuki_instance_2_11_2_3_01,46,2769505010261921082592573804929936952,13.83,13.86,283712,0.494877,858,1,,563,orig
suzuki_instance_3_5_2_2,158,551,suzuki_instance_3_5_2_2_01,32,1119942917786002694387,2.1599998,2.17,70480,0.065106,632,1,,784,orig
suzuki_instance_2_11_2_2,228,786,suzuki_instance_2_11_2_2_01,46,2940675728764944971284823499545,8.34,8.36,154472,0.127328,612,1,,563,opt
suzuki_instance_2_11_2_2,228,786,suzuki_instance_2_11_2_2_01,46,2940675728764944971284823499545,8.110001,8.14,153580,0.130173,572,1,,563,orig
suzuki_instance_2_11_2_2,228,786,suzuki_instance_2_11_2_2_01,46,2940675728764944971284823499545,8.389999,8.42,153332,0.128153,612,1,,563,heur
suzuki_instance_3_5_2_2,158,551,suzuki_instance_3_5_2_2_01,32,1119942917786002694387,2.16,2.18,70064,0.064512,664,1,,784,opt
suzuki_instance_3_5_2_2,158,551,suzuki_instance_3_5_2_2_01,32,1119942917786002694387,2.15,2.16,71124,0.065231,664,1,,784,heur
hc-power-005-002,79,118,hc-power-005-002_01,32,687998789526551,0.68,0.69,36084,0.006919,332,1,,784,heur
hc-power-005-002,79,118,hc-power-005-002_01,32,687998789526551,0.67,0.68,36088,0.007082,316,1,,784,orig
hc-square-011-002,114,168,hc-square-011-002_01,46,2915450169923966881488,2.6599998,2.68,70856,0.013408,306,1,,563,opt
hc-power-005-002,79,118,hc-power-005-002_01,32,687998789526551,0.69,0.69,36084,0.006916,332,1,,784,opt
LGC_exp_instance010,670,780,LGC_exp_instance010_01,330,8769445788604745105477614667740361376037738950792360615150046573431042549414698097680861862760974571734891668444320449952587107456776812622500,1796.09,1800.47,139174264,909.883656,16377754,0,,,heur
suzuki_instance_2_10_2_3,312,1689,suzuki_instance_2_10_2_3_01,42,1874660574751334469860327499409990,9,9.02,270128,0.399198,780,1,,472,orig
hc-square-011-002,114,168,hc-square-011-002_01,46,2915450169923966881488,2.53,2.54,40180,0.013367,286,1,,563,orig
hc-square-011-002,114,168,hc-square-011-002_01,46,2915450169923966881488,2.6699998,2.69,71768,0.013431,306,1,,563,heur
suzuki_instance_2_10_2_3,312,1689,suzuki_instance_2_10_2_3_01,42,1874660574751334469860327499409990,9,9.03,271484,0.383332,834,1,,472,heur
suzuki_instance_2_10_2_2,208,716,suzuki_instance_2_10_2_2_01,42,6558690546362725829645703821,5.2400002,5.26,154004,0.106888,556,1,,472,opt
suzuki_instance_2_10_2_2,208,716,suzuki_instance_2_10_2_2_01,42,6558690546362725829645703821,5.2200003,5.23,154220,0.108625,520,1,,472,orig
suzuki_instance_2_10_2_2,208,716,suzuki_instance_2_10_2_2_01,42,6558690546362725829645703821,5.25,5.27,153500,0.106824,556,1,,472,heur
LGC_exp_instance008,440,512,LGC_exp_instance008_01,216,359060566196216750998743630035998992574155431687784356274219296186833753951411469657575287300,1796.49,1800.44,135519960,790.806096,94290549,0,,,orig
SAT_exp_instance012,126,210,SAT_exp_instance012_01,48,415653365128275123681600,964.73,966.49,76479468,906.891705,142539591,1,,437,orig
suzuki_instance_2_10_2_3,312,1689,suzuki_instance_2_10_2_3_01,42,1874660574751334469860327499409990,9.01,9.04,272516,0.386067,834,1,,472,opt
SAT_exp_instance012,126,210,SAT_exp_instance012_01,48,415653365128275123681600,2.27,2.28,75652,0.217047,41618,1,,437,opt
hc-square-010-002,104,153,hc-square-010-002_01,42,39278120111814364054,1.5799999,1.59,38132,0.011326,260,1,,472,orig
SAT_exp_instance012,126,210,SAT_exp_instance012_01,48,415653365128275123681600,2.37,2.39,77280,0.293870,57490,1,,437,heur
hc-square-010-002,104,153,hc-square-010-002_01,42,39278120111814364054,1.65,1.66,39156,0.011271,278,1,,472,heur
suzuki_instance_2_9_2_3,282,1524,suzuki_instance_2_9_2_3_01,38,1268945987642259965385005581186,5.44,5.46,155460,0.313708,750,1,,389,opt
hc-square-010-002,104,153,hc-square-010-002_01,42,39278120111814364054,1.65,1.66,38132,0.011278,278,1,,472,opt
suzuki_instance_2_9_2_3,282,1524,suzuki_instance_2_9_2_3_01,38,1268945987642259965385005581186,5.45,5.46,155452,0.315885,750,1,,389,heur
suzuki_instance_2_9_2_3,282,1524,suzuki_instance_2_9_2_3_01,38,1268945987642259965385005581186,5.46,5.48,155352,0.323486,702,1,,389,orig
suzuki_instance_2_9_2_2,188,646,suzuki_instance_2_9_2_2_01,38,14628073834245660412798225,3.12,3.14,78248,0.087205,500,1,,389,opt
sp006,78,486,sp006_01,12,84556576,0.69,0.7,40180,0.028219,137,1,,891,opt
suzuki_instance_2_9_2_2,188,646,suzuki_instance_2_9_2_2_01,38,14628073834245660412798225,3.12,3.14,77044,0.087069,500,1,,389,heur
suzuki_instance_2_9_2_2,188,646,suzuki_instance_2_9_2_2_01,38,14628073834245660412798225,3.09,3.1,76312,0.088944,468,1,,389,orig
sp006,78,486,sp006_01,12,84556576,0.7,0.7,39156,0.028121,168,1,,891,orig
hc-square-009-002,94,138,hc-square-009-002_01,38,529170669913507910,0.99,1,37104,0.009323,250,1,,389,opt
suzuki_instance_2_8_2_3,252,1359,suzuki_instance_2_8_2_3_01,34,858941581873841971077624184,3.12,3.13,81008,0.254004,624,1,,314,orig
hc-square-009-002,94,138,hc-square-009-002_01,38,529170669913507910,1.01,1.02,37108,0.009223,250,1,,389,heur
hc-square-009-002,94,138,hc-square-009-002_01,38,529170669913507910,0.95000005,0.96,36084,0.009244,234,1,,389,orig
suzuki_instance_2_8_2_3,252,1359,suzuki_instance_2_8_2_3_01,34,858941581873841971077624184,3.1599998,3.18,80916,0.244041,666,1,,314,opt
LGC_exp_instance004,124,144,LGC_exp_instance004_01,60,32514909110582995049377860,2.05,2.06,71412,0.077008,22389,1,,234,orig
suzuki_instance_2_8_2_3,252,1359,suzuki_instance_2_8_2_3_01,34,858941581873841971077624184,3.1299999,3.14,79548,0.243513,666,1,,314,heur
LGC_exp_instance004,124,144,LGC_exp_instance004_01,60,32514909110582995049377860,1.4,1.41,36088,0.014235,890,1,,234,opt
LGC_exp_instance004,124,144,LGC_exp_instance004_01,60,32514909110582995049377860,1.79,1.8,37104,0.019425,1694,1,,234,heur
suzuki_instance_3_4_2_3,192,1047,suzuki_instance_3_4_2_3_01,26,279424316966618343604,1.1700001,1.18,40184,0.153044,750,1,,363,orig
suzuki_instance_2_8_2_2,168,576,suzuki_instance_2_8_2_2_01,34,32625497816604949157861,1.7800001,1.79,72140,0.070953,416,1,,314,orig
suzuki_instance_3_4_2_3,192,1047,suzuki_instance_3_4_2_3_01,26,279424316966618343604,1.13,1.14,41204,0.151677,786,1,,363,heur
suzuki_instance_3_4_2_3,192,1047,suzuki_instance_3_4_2_3_01,26,279424316966618343604,1.13,1.13,41204,0.151699,786,1,,363,opt
suzuki_instance_2_8_2_2,168,576,suzuki_instance_2_8_2_2_01,34,32625497816604949157861,1.8,1.82,72968,0.070036,444,1,,314,opt
suzuki_instance_3_4_2_2,128,444,suzuki_instance_3_4_2_2_01,26,125387290952498413,0.65,0.67,37108,0.044039,500,1,,363,orig
suzuki_instance_3_4_2_2,128,444,suzuki_instance_3_4_2_2_01,26,125387290952498413,0.62,0.63,37108,0.043278,524,1,,363,heur
suzuki_instance_2_8_2_2,168,576,suzuki_instance_2_8_2_2_01,34,32625497816604949157861,1.79,1.79,73148,0.069069,444,1,,314,heur
suzuki_instance_3_4_2_2,128,444,suzuki_instance_3_4_2_2_01,26,125387290952498413,0.62,0.63,37108,0.042900,524,1,,363,opt
hc-square-008-002,84,123,hc-square-008-002_01,34,7129200610914264,0.57,0.58,36084,0.007475,222,1,,314,heur
hc-square-008-002,84,123,hc-square-008-002_01,34,7129200610914264,0.55999994,0.57,36084,0.007461,208,1,,314,orig
hc-square-008-002,84,123,hc-square-008-002_01,34,7129200610914264,0.59000003,0.59,36080,0.007623,222,1,,314,opt
sp006,78,486,sp006_01,12,84556576,0.68,0.7,40180,0.027823,137,1,,891,heur
hc-power-004-002,64,95,hc-power-004-002_01,26,1113597391920,0.21000001,0.21,34036,0.004752,250,1,,363,orig
hc-power-004-002,64,95,hc-power-004-002_01,26,1113597391920,0.2,0.21,33012,0.004711,262,1,,363,opt
hc-power-004-002,64,95,hc-power-004-002_01,26,1113597391920,0.2,0.21,33012,0.004702,262,1,,363,heur
suzuki_instance_2_7_2_3,222,1194,suzuki_instance_2_7_2_3_01,30,581412170617301011055272,1.79,1.8,74488,0.195725,546,1,,247,orig
suzuki_instance_2_7_2_3,222,1194,suzuki_instance_2_7_2_3_01,30,581412170617301011055272,1.76,1.77,73748,0.192774,582,1,,247,opt
suzuki_instance_2_7_2_2,148,506,suzuki_instance_2_7_2_2_01,30,72765773528499327305,0.96000004,0.97,38132,0.054116,388,1,,247,opt
sp005,65,402,sp005_01,10,4216790,0.21,0.22,34040,0.019507,139,1,,429,orig
suzuki_instance_2_7_2_2,148,506,suzuki_instance_2_7_2_2_01,30,72765773528499327305,0.97,0.98,40180,0.055269,364,1,,247,orig
suzuki_instance_2_7_2_3,222,1194,suzuki_instance_2_7_2_3_01,30,581412170617301011055272,1.75,1.75,74408,0.192115,582,1,,247,heur
suzuki_instance_2_7_2_2,148,506,suzuki_instance_2_7_2_2_01,30,72765773528499327305,0.98,0.99,38132,0.054556,388,1,,247,heur
hc-square-007-002,74,108,hc-square-007-002_01,30,96047464911400,0.32000002,0.33,35060,0.005943,194,1,,247,opt
hc-square-007-002,74,108,hc-square-007-002_01,30,96047464911400,0.32000002,0.33,34036,0.005935,194,1,,247,heur
